Content Manifest for Depot 1585791

Manifest ID            : 9154997127068398914
Creation time          : 2021-05-07 12:18:34+00:00
Seen by SteamDB at     : 2021-05-07 15:51:39+00:00
Total number of files  : 42
Total bytes on disk    : 1119404
Total bytes compressed : 1064448

          Size Hash                                     Flags Name
-------------- ---------------------------------------- ----- ----------------------------------------------------------------------------------------------------------------------
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/assets/extension/manlea
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/assets/extension/manlea/data
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/assets/extension/manlea/data/animations
          3992 303f74b4160eb3e6770b480a82bcd77b9b4f0104     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/manlea/data/animations/manlea-hugging.json
           613 7b69642d7afd9112fe58b729e331c7134c6f7e85     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/manlea/data/animations/manlea-poses-debug.json
          5987 966ff30ecbd524b5725135005555489ae5e85fa4     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/manlea/data/animations/manlea-poses.json
           654 9ed9913cb6bedcef96ad3422e40f94811a7e4cb5     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/manlea/data/animations/manlea-sleeping.json
           438 a8ee64dfed489f9207fd256b67007f7c8abb4700     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/manlea/data/animations/manlea-weak.json
         11426 09af05c47aff5b2e6ecc972b5ceb15f05c8bba52     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/manlea/data/animations/manlea.json
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/assets/extension/manlea/data/characters
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/assets/extension/manlea/data/characters/main
         17248 04a2e0aecf81ae7976f180a5857c4ebf29d5615a     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/manlea/data/characters/main/manlea.json
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/assets/extension/manlea/data/effects
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/assets/extension/manlea/data/effects/skins
