Content Manifest for Depot 368341

Manifest ID            : 7602371987538770971
Creation time          : 2018-10-22 16:02:42+00:00
Seen by SteamDB at     : 2018-10-22 16:10:35+00:00
Total number of files  : 4038
Total bytes on disk    : 723752661
Total bytes compressed : 390822016

          Size Hash                                     Flags Name
-------------- ---------------------------------------- ----- ----------------------------------------------------------------------------------
      39318016 7f1be34af4f714ed88ea8ec6b074ace67f076a24     0 CrossCode.exe
       3231832 9dcd5b3a05b4fd1c71198fc11aa0f8f569a3e21d     0 D3DCompiler_46.dll
             0 0000000000000000000000000000000000000000    64 assets
             0 0000000000000000000000000000000000000000    64 assets/data
             0 0000000000000000000000000000000000000000    64 assets/data/animations
             0 0000000000000000000000000000000000000000    64 assets/data/animations/boss
        110459 f5029da097b9f77ba13cd8192c3a87a01a2dc5ab     0 assets/data/animations/boss/antlion.json
        279620 f68a7393ef6c90f19994067bc4535ecf7ae50638     0 assets/data/animations/boss/cargo-crab-extra.json
        330050 72af12974b4f7263e3c8d1ada39e9c03489d24d7     0 assets/data/animations/boss/cargo-crab.json
        201848 fe6c7db2ef7a292cf5798d55bffd6b3c93880959     0 assets/data/animations/boss/driller.json
        404752 fc180a05a33121d535ac33e5dd24d4b3627f2116     0 assets/data/animations/boss/elephant.json
           284 291e8ac165b8471cdd2caad109fbd315392d54d3     0 assets/data/animations/boss/greenlight.json
        235823 ec55f704c0c6da2a97f3d0702f23e430fb8485ea     0 assets/data/animations/boss/megamoth.json
          2803 ff7fe7cfdb8b380a5fcc58735bab0addfad69bda     0 assets/data/animations/boss/slope-test.json
         36006 858022789efc5785e37ee80f3af91903002a6fc1     0 assets/data/animations/boss/snail.json
         16169 3717e7ebb95a9bbb4329f3ac40a121f296fceed2     0 assets/data/animations/boss/test-saved.json
          1494 bfab25994016e2d5d45a8a8e0792cda24b8df44e     0 assets/data/animations/boss/test.json
        176886 e65da8ba612aabef7139dd8f53548d6412eaa3fa     0 assets/data/animations/boss/whale.json
             0 0000000000000000000000000000000000000000    64 assets/data/animations/enemies
           889 8cde52217920218cb453f651683c9d44e5f260b1     0 assets/data/animations/enemies/aircon.json
          1440 6cebc5ca8e056d9d342954759d6c41100bf606f8     0 assets/data/animations/enemies/algorithm.json
           369 3221ac03f9f2b565e72001cf69453ceda24d2b4b     0 assets/data/animations/enemies/baggy-kun.json
           302 84c1f8fb841e237462308b63c4b4decd43bb3f29     0 assets/data/animations/enemies/ball-probe.json
           537 7b5d6b89c03feab18ccfb1388de2e8a582a2310a     0 assets/data/animations/enemies/bamboo-fountain.json
          2601 f0818423204e209c434c5f66351fc5aca5a1c9fb     0 assets/data/animations/enemies/boss-samurai.json
           333 8df194f75a2cbb975874126a7b8a7b307eb3dc2c     0 assets/data/animations/enemies/brewing-bubbler.json
           331 823388ac7205200d07eb3c2f41de5031b88f1bdb     0 assets/data/animations/enemies/brewing-machine.json
          1164 9ebc3c3e53349054a567c6ca9d9f35205f3c82a0     0 assets/data/animations/enemies/buffalo-alt.json
          1166 5161da19ff2c8f3eb4e1b52426510d80cd388e29     0 assets/data/animations/enemies/buffalo-fall.json
          1193 93a1a3639ef010a36fb898612661ca2934314dc1     0 assets/data/animations/enemies/buffalo-fire.json
          1199 a68fd29e10d10980290a4add091930aefb418551     0 assets/data/animations/enemies/buffalo-shock.json
          1156 56a30156b9c3b12968c1719e62b193dc3a884981     0 assets/data/animations/enemies/buffalo.json
          2294 9674f6d1da34ba87df89282e064c4dda4c4a2c1c     0 assets/data/animations/enemies/bug-samurai-golden.json
          2253 c3d2160a439c15164378f8675caf4dfcfafa9bb0     0 assets/data/animations/enemies/bug-samurai-shock.json
          2287 d04e154b960620cdeda71f07b053d18b01b4b249     0 assets/data/animations/enemies/bug-samurai.json
          1373 5bc4f668149d930a27ee39b32a7190679a86460a     0 assets/data/animations/enemies/chillertoise.json
           693 0e58c257884add439a590c9bd179c85d4f979cdf     0 assets/data/animations/enemies/daft-frobbit.json
          1240 64981f3e3604839d54928615b6707a2dcb7ffe95     0 assets/data/animations/enemies/darth-moth.json
           626 064be171b025feb166fce6c0b9671cd35390b38a     0 assets/data/animations/enemies/default-bot.json
          1633 05c386ab47f1a795a72adc7ee2f757cb41c7b2d3     0 assets/data/animations/enemies/dice-mage.json
          1373 d2a88dd15d7ef9115da1479f46147fd6f0fcc546     0 assets/data/animations/enemies/drillertoise.json
           331 4af3277643ade0720bdaa1d86b69ac3512586f04     0 assets/data/animations/enemies/dummy.json
           941 aef4425c3e0d8ca056bc457dd5800846dcb7d8d8     0 assets/data/animations/enemies/elboss-core.json
           418 2f14b38e7cd5af7972ac053a2e2284bc4fedfa9d     0 assets/data/animations/enemies/escortee.json
          8761 4eee6cf5e32ae275934abf9b6e2b6e472f56af19     0 assets/data/animations/enemies/evotars.json
          1359 d5129e759af2e4ddaae414cd2be53a8b62045bc6     0 assets/data/animations/enemies/forest-kamikater.json
           903 828f69f1e83c7617ee0e7d2b146774da7ba274eb     0 assets/data/animations/enemies/frobbit-legend.json
           905 803353ced691fb66f71f434e6d042c8b0b9f9ba5     0 assets/data/animations/enemies/frobbit-miniboss-femme.json
           909 e331f233eb53ce8620a289ad9e1803ce3fbc95ff     0 assets/data/animations/enemies/frobbit-miniboss-gallant.json
           889 1d8491d4c25cbd3e5a8b51d6aed7e515a44b0f86     0 assets/data/animations/enemies/frobbit.json
          1401 b176572e4c6a73f97759f46112a9e3f4fd70c2b0     0 assets/data/animations/enemies/goat-cave.json
          1407 cd03c92100c733e698a87857b8dc70ea836bc4da     0 assets/data/animations/enemies/goat-father.json
          1386 5189030711c1b77f241b550113fd4f2b7948aed5     0 assets/data/animations/enemies/goat.json
           677 ec65f46862bfca274964a021b7766e161b8b172e     0 assets/data/animations/enemies/gray-frobbit.json
          1208 412182b1a2a8b6624bd7d83e512d55f598f34d60     0 assets/data/animations/enemies/guard-mustache.json
          1190 1a05e09f5f3277493c6e1bd9ae7b2bc176d06f34     0 assets/data/animations/enemies/guards.json
           649 30eae50046f56f27adee9e1b06e2d47c71859e52     0 assets/data/animations/enemies/heat-command_bot.json
          1309 05c687bdd69e388509d2a1f87de85c40c1326932     0 assets/data/animations/enemies/heat-friendly_kamikatze.json
          1963 60c76d7f643b5d216262534eaca403c4b5292c11     0 assets/data/animations/enemies/heat-golem.json
           678 f144474e8fdb0da462a074c764e359b72550ecee     0 assets/data/animations/enemies/hedgehog-alt.json
           749 ba4e7f41d070551977a60d34edfe20c5fc191931     0 assets/data/animations/enemies/hedgehog-boss.json
           680 ef1720749021395ad84119d0d2d15dfa04b3ffc5     0 assets/data/animations/enemies/hedgehog-fall.json
           670 805822d2d7a9427ad0c3f9ca4c472ffa436d8dca     0 assets/data/animations/enemies/hedgehog.json
           483 393a65639ac7d00277a4e62a9597835b8c5e53b6     0 assets/data/animations/enemies/henry.json
          5638 40823b0cc73ad86b78e4a159dff6454045bc53a3     0 assets/data/animations/enemies/hostages.json
           335 da73bf01a4250ac892d381f06140a5b1b618cc4b     0 assets/data/animations/enemies/icewall.json
           524 ac0420b423098a8081925aa9b33b60d2ecbf0d6b     0 assets/data/animations/enemies/jellyfish.json
          4937 7364505703db3689d893228a61bb97f560716fb2     0 assets/data/animations/enemies/jungle-ape.json
          1450 1c87fc550ea1b04994942349025dcb25f990304d     0 assets/data/animations/enemies/jungle-blob-wave.json
          1440 92dd95a346548a668cbd101b1fe46fd1e1c2373e     0 assets/data/animations/enemies/jungle-blob.json
          1417 7f3b7f76c2a6b1ff552dafe27d317c6046abf0ae     0 assets/data/animations/enemies/jungle-blueray.json
          1771 a92d7b8d7ed5203e7454398cfcd26821bcfb5eb6     0 assets/data/animations/enemies/jungle-chicken.json
          1165 0e45895e741df62c287107ad9724418d631cd7b4     0 assets/data/animations/enemies/jungle-fish-boss.json
          1064 8593f4c6e9221b853eaba4a6e6c184f055871acf     0 assets/data/animations/enemies/jungle-fish.json
          2057 6881387e84aaff6749009aefa25004a3b00d7e61     0 assets/data/animations/enemies/jungle-ghost.json
           806 7fac038525bb4c4168a4493cea35b01ea2fbfa50     0 assets/data/animations/enemies/jungle-heatbug.json
          1915 dca55fc0bbdb47e1b0c45180c197e8cfe0bee194     0 assets/data/animations/enemies/jungle-octopus.json
           921 4bb894575854a23f1fcd612e724260cc9dccb087     0 assets/data/animations/enemies/jungle-parrot-alt.json
           928 e40a95e0e9812cb67e1550263a2c6e54b18a5eb7     0 assets/data/animations/enemies/jungle-parrot-gangster-1.json
           928 96c1ec4d22a726f20fdf0b1b4318eb081c6cd062     0 assets/data/animations/enemies/jungle-parrot-gangster-2.json
           917 cf4c3d06c740c7f372443b0b18dd1c15ee21e96b     0 assets/data/animations/enemies/jungle-parrot.json
           897 9d85bc561a0ceb648c27661e0c82ec5573254651     0 assets/data/animations/enemies/jungle-plant-shock.json
           719 baff715035c8c735e25becde4981f9c78888e368     0 assets/data/animations/enemies/jungle-plant.json
          2129 05fb03669ce17fd88344de04fb394ea261b426e8     0 assets/data/animations/enemies/jungle-powerplant-quest.json
          2125 ba70024299b1cdabf90c5cabf234f9d32642fe6d     0 assets/data/animations/enemies/jungle-powerplant.json
          1660 bfd1d1e0d003efdb5e4b78d9f9861225b18a6250     0 assets/data/animations/enemies/jungle-shockboss.json
          1508 94aaac4bc0a7bcc7718a843310c4b048972f238c     0 assets/data/animations/enemies/jungle-shockcat-black.json
          1496 654993333c9d95c38ab4e2df8e1b3e0a3b8283e8     0 assets/data/animations/enemies/jungle-shockcat.json
          1827 eb6caf81c84ca71bad89ae365b8e92fbc4410191     0 assets/data/animations/enemies/jungle-sloth-black.json
          1687 a1a28ba0855acf543f8554720132bf85a7f8086d     0 assets/data/animations/enemies/jungle-sloth.json
          1752 a9c318ae8dfd4062cf92c6dd2a97f8d1fa093749     0 assets/data/animations/enemies/jungle-waveboss.json
           268 73d3b427e90126f7ecc70028dd09c392822f0e6a     0 assets/data/animations/enemies/laser-catcher.json
          1153 756e4a7591140ca20b66c3a0de304f64e5cbfc22     0 assets/data/animations/enemies/meerkat-alt.json
          1155 50249fde61eac7677e5b1fae8b2e3cbf43a45b2c     0 assets/data/animations/enemies/meerkat-fall.json
          1181 26be9942e829927b064461722bc9dab887cc6f5c     0 assets/data/animations/enemies/meerkat-special-command-1.json
          1145 963053c41207fe3831d0b6a702ed4b242c5fbeb9     0 assets/data/animations/enemies/meerkat.json
          3866 36ecee153c7474c2b4ff119a6ba7c2dc5731131f     0 assets/data/animations/enemies/mega-laser.json
           828 9e6a2c1e76aa01ec0b83024fa8ac36141b54725c     0 assets/data/animations/enemies/mine-coldbug-rocky.json
           816 8c529195cb24c9840e6dc4fe2e3cb8fb11ec9cec     0 assets/data/animations/enemies/mine-coldbug.json
          3041 abdb18788433a381561003ed57044174d55a6b3e     0 assets/data/animations/enemies/mine-diggingbot-cold-quest.json
          3011 2ef8e85078fc771c9bae6b307e658374fdc496a7     0 assets/data/animations/enemies/mine-diggingbot-cold.json
          1737 a4e8222c69dad673c86117abe4efbdf378ba383b     0 assets/data/animations/enemies/mine-diggingbot.json
          1295 0e83672435cf9feda3ee7459c87b14bf59327c45     0 assets/data/animations/enemies/mine-kamikatze.json
          1563 6c388c789064d3679e996178e2b80d8fa126a7e4     0 assets/data/animations/enemies/mine-runbot.json
          1165 bd3f6119798f555bedd793044e0bc831090020b6     0 assets/data/animations/enemies/moth.json
           428 c0f778c14e8767af8ba63b04cba9636b727a6cf4     0 assets/data/animations/enemies/mouse-bot.json
           338 89acdefacc6049e0e2495c33e2bb31e7d67a92fc     0 assets/data/animations/enemies/oven.json
          1653 90463c7617fb6bd56a10faa0560a4b5ce63af5c6     0 assets/data/animations/enemies/panda.json
          1484 9f7eba2f38707504cf66ff850683c1628a1092f3     0 assets/data/animations/enemies/penguin-rapper.json
          1186 eb30fdcb19591fda832c2d8be60e60a53d4292a4     0 assets/data/animations/enemies/penguin.json
           798 5ff218f09f03c2c6ed5b52f8bbbdf4d92375d80e     0 assets/data/animations/enemies/pillar-large.json
          2354 92afb6e08c77623ee29621eb84f67a722cd1b7a5     0 assets/data/animations/enemies/pillar-small.json
           741 97e28c50198b59ff9067c10f0affcf3867bce404     0 assets/data/animations/enemies/pumpkin.json
           414 0331c464ed9b6597c45e883821afb29e50385ea8     0 assets/data/animations/enemies/reflector-bot.json
          1193 e3ee21cad1250fa6b9fcb4605c13d0754e371869     0 assets/data/animations/enemies/rhino.json
          1312 6d092ff76f30be6e9511e88e52e2d1c54d667118     0 assets/data/animations/enemies/sandshark-ghost.json
          1318 74cd887fbcb33110c8d31e0f5464f22a9d28bf82     0 assets/data/animations/enemies/sandshark-special.json
          1294 158114b16fe672ef35d2fbd52591e5413c052360     0 assets/data/animations/enemies/sandshark.json
          1003 dac2754e55418c7474f861e444afe9a975bea5e4     0 assets/data/animations/enemies/sandworm-boss.json
           998 b944c5338f3d9c3ff9aca6035b897c0e69a17dd3     0 assets/data/animations/enemies/sandworm.json
          1169 a64ea35003cd5ea0a200f28947afb928d544c98e     0 assets/data/animations/enemies/scorpion-alt.json
          1016 cc4e6023a50ecea245429b31fcbe49f8d633a748     0 assets/data/animations/enemies/scorpion.json
           526 f9efbe2b8cf853ba8bc7161d7605ee4adc2dc35b     0 assets/data/animations/enemies/seahorse-fall.json
           521 a39f07a15c42c4caef729dac10de469fb24f9807     0 assets/data/animations/enemies/seahorse.json
           322 bd126b47614611905dc71de4596fb7f56b2e5bc8     0 assets/data/animations/enemies/sergey-hax.json
          1815 961a731278223f4fd8d62a66929588d8589a8ecf     0 assets/data/animations/enemies/shredder-cold.json
          1819 05107a14c091b1e8ca7b301dec08615daad35a7c     0 assets/data/animations/enemies/shredder-heat.json
          1823 7055726f3370a8a52d17d954b9152c9fad590f51     0 assets/data/animations/enemies/shredder-shock.json
          1819 f1462fc81995293619eb68abdc4fb5cad11e58ab     0 assets/data/animations/enemies/shredder-wave.json
          1436 610566af4fe1e0a51c5f8e847c9afb45583df141     0 assets/data/animations/enemies/shredder.json
           624 3165bf51a7ae23fcec38e7f85798a44108ec4d85     0 assets/data/animations/enemies/simple-bot.json
          1782 2c869aafecb01f7186f80d037426c70a625d5ef1     0 assets/data/animations/enemies/snowman-jungle-1.json
          1782 1ba6c11dc8e2277048a7d9f593b786306ff49460     0 assets/data/animations/enemies/snowman-jungle-2.json
          1846 b1c1a3b2d0b8f26ac6ce5e8ce08537825bc68e64     0 assets/data/animations/enemies/snowman-xmas.json
          1755 81bc38cc2166a9f1249e6c41864af4c2a078c881     0 assets/data/animations/enemies/snowman.json
           831 972632713fcae146fdc7be0b1cd7c751a898ded2     0 assets/data/animations/enemies/spider-alt.json
           827 9b77e545714d2b5eddcf61b87a83a8372f8b399c     0 assets/data/animations/enemies/spider.json
          1396 a9a2070b2c7b3c220989123903195161a2eeb4bb     0 assets/data/animations/enemies/target-bot-2.json
          1275 0c542cd66d469df091c708bae6d8b209f36fb3d6     0 assets/data/animations/enemies/target-bot.json
          2929 410f66b78c99b0aa9401482b32e8673291c1709b     0 assets/data/animations/enemies/turret-arid-boss.json
           545 6eac24133c09a3c8dd9969b43d219531ce9f2edc     0 assets/data/animations/enemies/turret-arid.json
          1291 38632ce5ca52475229c41a6162c69e219438da7b     0 assets/data/animations/enemies/turret-baki-mortar-1.json
          1084 c3ef68e13d4e74f27f9f40a5ca040439433f5442     0 assets/data/animations/enemies/turret-bomb-float-1.json
           928 7f2c1c819fde5980162e0495815e731f3389d393     0 assets/data/animations/enemies/turret-bot.json
          1666 db918599640e650e942ce018730fa69b4d65436d     0 assets/data/animations/enemies/turret-float-1.json
           646 b7ffa35a97ee0c0dc66c679b6618c31f51ae4188     0 assets/data/animations/enemies/turret-large.json
           905 82ad7558d6d6539454915a2106443c7583700a4e     0 assets/data/animations/enemies/turret-monks.json
          1081 5eb139e4c8c26b7830b0728384581c469f763f4f     0 assets/data/animations/enemies/turret-rhg-1.json
          1109 f4e96d133e862cb8c3ffede663931949215debb2     0 assets/data/animations/enemies/turret-rhombus.json
          3125 647863537a1694d652ecef3fd773ec7d0377e8e8     0 assets/data/animations/enemies/turret-td-1.json
          1093 d0a4f3c139e5845ee2bb197205dd30fb11c42250     0 assets/data/animations/enemies/virus-cold.json
          1093 1d5b6d6c15b5050bdcdae9a1f4e53d7421e95ac7     0 assets/data/animations/enemies/virus-heat.json
          1324 4b6aac01c5cf896ed722d867ea57720c01b6648c     0 assets/data/animations/enemies/virus.json
           959 9d9bf662c9074ba6aa756f9054a444d2240add74     0 assets/data/animations/enemies/vulturbine.json
           959 357f6814e1f0cd2433442429d0f8c6e284c2b044     0 assets/data/animations/enemies/wowturbine.json
           471 0933d3a4f15aa4e716b8af0efd3d81846c9cfec4     0 assets/data/animations/henry-prop.json
             0 0000000000000000000000000000000000000000    64 assets/data/animations/npc
          1065 5e01cd72b052831d75f2213543fce765f8a2145c     0 assets/data/animations/npc/boogie.json
