Content Manifest for Depot 368349

Manifest ID            : 4019780372671498190
Creation time          : 2019-12-18 10:23:58+00:00
Total number of files  : 4496
Total bytes on disk    : 799241163
Total bytes compressed : 424077744

          Size Hash                                     Flags Name
-------------- ---------------------------------------- ----- ----------------------------------------------------------------------------------
      39318016 7f1be34af4f714ed88ea8ec6b074ace67f076a24     0 CrossCode.exe
       3231832 9dcd5b3a05b4fd1c71198fc11aa0f8f569a3e21d     0 D3DCompiler_46.dll
             0 0000000000000000000000000000000000000000    64 assets
             0 0000000000000000000000000000000000000000    64 assets/data
             0 0000000000000000000000000000000000000000    64 assets/data/animations
             0 0000000000000000000000000000000000000000    64 assets/data/animations/boss
        110459 f5029da097b9f77ba13cd8192c3a87a01a2dc5ab     0 assets/data/animations/boss/antlion.json
        295625 b3f6216dfb20b01072af5e08338cb0cdcccb006e     0 assets/data/animations/boss/cargo-crab-arena.json
        279620 f68a7393ef6c90f19994067bc4535ecf7ae50638     0 assets/data/animations/boss/cargo-crab-extra.json
        330050 72af12974b4f7263e3c8d1ada39e9c03489d24d7     0 assets/data/animations/boss/cargo-crab.json
        201848 fe6c7db2ef7a292cf5798d55bffd6b3c93880959     0 assets/data/animations/boss/driller.json
        404752 fc180a05a33121d535ac33e5dd24d4b3627f2116     0 assets/data/animations/boss/elephant.json
        141274 e22f651ec2cb97451315aa7de6a6e42431eb7a14     0 assets/data/animations/boss/glitch-boss.json
           284 291e8ac165b8471cdd2caad109fbd315392d54d3     0 assets/data/animations/boss/greenlight.json
        235823 ec55f704c0c6da2a97f3d0702f23e430fb8485ea     0 assets/data/animations/boss/megamoth.json
        140739 3ebc5d02e12b8f28fc8c35a08a7d2ddb4190e05b     0 assets/data/animations/boss/scorpion-boss.json
          2803 ff7fe7cfdb8b380a5fcc58735bab0addfad69bda     0 assets/data/animations/boss/slope-test.json
         36006 858022789efc5785e37ee80f3af91903002a6fc1     0 assets/data/animations/boss/snail.json
         34696 054789441d632df8dcba049c91291072a0bc2b8b     0 assets/data/animations/boss/test-saved.json
          1494 bfab25994016e2d5d45a8a8e0792cda24b8df44e     0 assets/data/animations/boss/test.json
        176886 e65da8ba612aabef7139dd8f53548d6412eaa3fa     0 assets/data/animations/boss/whale.json
             0 0000000000000000000000000000000000000000    64 assets/data/animations/enemies
           889 8cde52217920218cb453f651683c9d44e5f260b1     0 assets/data/animations/enemies/aircon.json
          1440 6cebc5ca8e056d9d342954759d6c41100bf606f8     0 assets/data/animations/enemies/algorithm.json
           369 3221ac03f9f2b565e72001cf69453ceda24d2b4b     0 assets/data/animations/enemies/baggy-kun.json
           302 84c1f8fb841e237462308b63c4b4decd43bb3f29     0 assets/data/animations/enemies/ball-probe.json
           537 7b5d6b89c03feab18ccfb1388de2e8a582a2310a     0 assets/data/animations/enemies/bamboo-fountain.json
          2601 f0818423204e209c434c5f66351fc5aca5a1c9fb     0 assets/data/animations/enemies/boss-samurai.json
           333 8df194f75a2cbb975874126a7b8a7b307eb3dc2c     0 assets/data/animations/enemies/brewing-bubbler.json
           331 823388ac7205200d07eb3c2f41de5031b88f1bdb     0 assets/data/animations/enemies/brewing-machine.json
          1164 9ebc3c3e53349054a567c6ca9d9f35205f3c82a0     0 assets/data/animations/enemies/buffalo-alt.json
          1166 5161da19ff2c8f3eb4e1b52426510d80cd388e29     0 assets/data/animations/enemies/buffalo-fall.json
          1193 93a1a3639ef010a36fb898612661ca2934314dc1     0 assets/data/animations/enemies/buffalo-fire.json
          1199 a68fd29e10d10980290a4add091930aefb418551     0 assets/data/animations/enemies/buffalo-shock.json
          1156 56a30156b9c3b12968c1719e62b193dc3a884981     0 assets/data/animations/enemies/buffalo.json
          2294 9674f6d1da34ba87df89282e064c4dda4c4a2c1c     0 assets/data/animations/enemies/bug-samurai-golden.json
          2253 c3d2160a439c15164378f8675caf4dfcfafa9bb0     0 assets/data/animations/enemies/bug-samurai-shock.json
          2287 d04e154b960620cdeda71f07b053d18b01b4b249     0 assets/data/animations/enemies/bug-samurai.json
          1373 5bc4f668149d930a27ee39b32a7190679a86460a     0 assets/data/animations/enemies/chillertoise.json
           693 0e58c257884add439a590c9bd179c85d4f979cdf     0 assets/data/animations/enemies/daft-frobbit.json
          1240 64981f3e3604839d54928615b6707a2dcb7ffe95     0 assets/data/animations/enemies/darth-moth.json
           626 064be171b025feb166fce6c0b9671cd35390b38a     0 assets/data/animations/enemies/default-bot.json
          1633 05c386ab47f1a795a72adc7ee2f757cb41c7b2d3     0 assets/data/animations/enemies/dice-mage.json
          1373 d2a88dd15d7ef9115da1479f46147fd6f0fcc546     0 assets/data/animations/enemies/drillertoise.json
           331 4af3277643ade0720bdaa1d86b69ac3512586f04     0 assets/data/animations/enemies/dummy.json
           941 aef4425c3e0d8ca056bc457dd5800846dcb7d8d8     0 assets/data/animations/enemies/elboss-core.json
           418 2f14b38e7cd5af7972ac053a2e2284bc4fedfa9d     0 assets/data/animations/enemies/escortee.json
          8761 4eee6cf5e32ae275934abf9b6e2b6e472f56af19     0 assets/data/animations/enemies/evotars.json
          1359 d5129e759af2e4ddaae414cd2be53a8b62045bc6     0 assets/data/animations/enemies/forest-kamikater.json
           903 828f69f1e83c7617ee0e7d2b146774da7ba274eb     0 assets/data/animations/enemies/frobbit-legend.json
           905 803353ced691fb66f71f434e6d042c8b0b9f9ba5     0 assets/data/animations/enemies/frobbit-miniboss-femme.json
           909 e331f233eb53ce8620a289ad9e1803ce3fbc95ff     0 assets/data/animations/enemies/frobbit-miniboss-gallant.json
           889 1d8491d4c25cbd3e5a8b51d6aed7e515a44b0f86     0 assets/data/animations/enemies/frobbit.json
          1401 b176572e4c6a73f97759f46112a9e3f4fd70c2b0     0 assets/data/animations/enemies/goat-cave.json
          1407 cd03c92100c733e698a87857b8dc70ea836bc4da     0 assets/data/animations/enemies/goat-father.json
          1386 5189030711c1b77f241b550113fd4f2b7948aed5     0 assets/data/animations/enemies/goat.json
           677 ec65f46862bfca274964a021b7766e161b8b172e     0 assets/data/animations/enemies/gray-frobbit.json
          1208 412182b1a2a8b6624bd7d83e512d55f598f34d60     0 assets/data/animations/enemies/guard-mustache.json
          1190 1a05e09f5f3277493c6e1bd9ae7b2bc176d06f34     0 assets/data/animations/enemies/guards.json
           649 30eae50046f56f27adee9e1b06e2d47c71859e52     0 assets/data/animations/enemies/heat-command_bot.json
          1309 05c687bdd69e388509d2a1f87de85c40c1326932     0 assets/data/animations/enemies/heat-friendly_kamikatze.json
          1963 60c76d7f643b5d216262534eaca403c4b5292c11     0 assets/data/animations/enemies/heat-golem.json
           678 f144474e8fdb0da462a074c764e359b72550ecee     0 assets/data/animations/enemies/hedgehog-alt.json
           749 ba4e7f41d070551977a60d34edfe20c5fc191931     0 assets/data/animations/enemies/hedgehog-boss.json
           680 ef1720749021395ad84119d0d2d15dfa04b3ffc5     0 assets/data/animations/enemies/hedgehog-fall.json
          1705 e163f3dd67e3faabc551f45d39f1d6a13c90e542     0 assets/data/animations/enemies/hedgehog-fly.json
           670 805822d2d7a9427ad0c3f9ca4c472ffa436d8dca     0 assets/data/animations/enemies/hedgehog.json
           483 393a65639ac7d00277a4e62a9597835b8c5e53b6     0 assets/data/animations/enemies/henry.json
          5638 40823b0cc73ad86b78e4a159dff6454045bc53a3     0 assets/data/animations/enemies/hostages.json
           335 da73bf01a4250ac892d381f06140a5b1b618cc4b     0 assets/data/animations/enemies/icewall.json
           524 ac0420b423098a8081925aa9b33b60d2ecbf0d6b     0 assets/data/animations/enemies/jellyfish.json
          4937 7364505703db3689d893228a61bb97f560716fb2     0 assets/data/animations/enemies/jungle-ape.json
