Content Manifest for Depot 368344

Manifest ID            : 285809940994708346
Creation time          : 2016-10-03 11:20:20+00:00
Seen by SteamDB at     : 2016-10-03 12:15:31+00:00
Total number of files  : 2394
Total bytes on disk    : 341760088
Total bytes compressed : 153268112

          Size Hash                                     Flags Name
-------------- ---------------------------------------- ----- -----------------------------------------------------------------------------------------------------------------------------------
             0 0000000000000000000000000000000000000000    64 CrossCode.app
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents
          2794 e8fd5009514509444363cfa8e8dc560cf2c5c514     0 CrossCode.app/Contents/Info.plist
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/MacOS
          9284 54fe1e80c8e0edf5d0d2f36f8be05e9869bf24e2     0 CrossCode.app/Contents/MacOS/nwjs
             8 3777ecd6ee66bf8d4e94822df628a40e7c28abf2     0 CrossCode.app/Contents/PkgInfo
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources
        378456 2ee023aa8c580e0c00fcc2acaf248e061a9e670e     0 CrossCode.app/Contents/Resources/app.icns
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/data
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/data/animations
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/data/animations/boss
        110461 b88f131c192e067ffd5b0533053c364315d6123f     0 CrossCode.app/Contents/Resources/app.nw/data/animations/boss/antlion.json
        279620 f68a7393ef6c90f19994067bc4535ecf7ae50638     0 CrossCode.app/Contents/Resources/app.nw/data/animations/boss/cargo-crab-extra.json
        327273 9ea2e896c0517b7b4382fc2b2292aadee5365871     0 CrossCode.app/Contents/Resources/app.nw/data/animations/boss/cargo-crab.json
        201848 fe6c7db2ef7a292cf5798d55bffd6b3c93880959     0 CrossCode.app/Contents/Resources/app.nw/data/animations/boss/driller.json
           284 291e8ac165b8471cdd2caad109fbd315392d54d3     0 CrossCode.app/Contents/Resources/app.nw/data/animations/boss/greenlight.json
        235873 9cef8d32b0c56861ebcfb285f21af0dcaa66f8cd     0 CrossCode.app/Contents/Resources/app.nw/data/animations/boss/megamoth.json
          2803 ff7fe7cfdb8b380a5fcc58735bab0addfad69bda     0 CrossCode.app/Contents/Resources/app.nw/data/animations/boss/slope-test.json
         16169 3717e7ebb95a9bbb4329f3ac40a121f296fceed2     0 CrossCode.app/Contents/Resources/app.nw/data/animations/boss/test-saved.json
          1494 bfab25994016e2d5d45a8a8e0792cda24b8df44e     0 CrossCode.app/Contents/Resources/app.nw/data/animations/boss/test.json
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/data/animations/enemies
           369 3221ac03f9f2b565e72001cf69453ceda24d2b4b     0 CrossCode.app/Contents/Resources/app.nw/data/animations/enemies/baggy-kun.json
