Content Manifest for Depot 368344

Manifest ID            : 4506699053267121463
Creation time          : 2016-02-12 19:20:44+00:00
Total number of files  : 1663
Total bytes on disk    : 209421605
Total bytes compressed : 107065696

          Size Hash                                     Flags Name
-------------- ---------------------------------------- ----- -------------------------------------------------------------------------------------------------------------------
             0 0000000000000000000000000000000000000000    64 CrossCode.app
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Frameworks
         60524 95cc6f7a69033766c156728200760bc80023a9b8     0 CrossCode.app/Contents/Frameworks/crash_inspector
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Frameworks/nwjs Framework.framework
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Frameworks/nwjs Framework.framework/Libraries
       1171312 55dd8327e0fb6e7de94c3b99149174bbf5fd4e76     0 CrossCode.app/Contents/Frameworks/nwjs Framework.framework/Libraries/ffmpegsumo.so
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Frameworks/nwjs Framework.framework/Resources
         12480 8cdc9e68594fbb6db8c7b4bff643ab2432b51db6     0 CrossCode.app/Contents/Frameworks/nwjs Framework.framework/Resources/AHEM____.TTF
          3020 56f26899fd24c8821a5776651c9f28902eda1c1c     0 CrossCode.app/Contents/Frameworks/nwjs Framework.framework/Resources/ChromiumAATTest.ttf
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Frameworks/nwjs Framework.framework/Resources/English.lproj
          3390 766f49f6ca2f3df2a40556a00d241071173734d6     0 CrossCode.app/Contents/Frameworks/nwjs Framework.framework/Resources/English.lproj/HttpAuth.nib
           375 4aaf6fce75d1fb93b1d7a7c20a8c43d1da1515d2     0 CrossCode.app/Contents/Frameworks/nwjs Framework.framework/Resources/am.pak
           357 d0e22906a2453a3b34a2e506a70f9cc38f229b56     0 CrossCode.app/Contents/Frameworks/nwjs Framework.framework/Resources/ar.pak
           556 e9a74c5e6274a21b195325c8c471ae0cb94a561c     0 CrossCode.app/Contents/Frameworks/nwjs Framework.framework/Resources/bg.pak
