Content Manifest for Depot 1517030

Manifest ID            : 287923195000340934
Creation time          : 2021-06-13 14:35:22+00:00
Total number of files  : 236
Total bytes on disk    : 40912176
Total bytes compressed : 3665840

          Size Hash                                     Flags Name
-------------- ---------------------------------------- ----- -----------------------------------------------------------------------------
             0 0000000000000000000000000000000000000000    64 assets/extension/post-game
             0 0000000000000000000000000000000000000000    64 assets/extension/post-game/data
             0 0000000000000000000000000000000000000000    64 assets/extension/post-game/data/animations
             0 0000000000000000000000000000000000000000    64 assets/extension/post-game/data/animations/enemies
          1845 661454c61cceefb003559b8943dcb9d498f43a7f     0 assets/extension/post-game/data/animations/enemies/beach-fish.json
           970 a90b671ecd4a931f687c81797a9c36cff048bfe0     0 assets/extension/post-game/data/animations/enemies/beach-star-cold.json
           968 ab583ec2f7cde18e2b3dc6f28d27ad282f9eda77     0 assets/extension/post-game/data/animations/enemies/beach-star-heat.json
           970 0f4e7477a6c2c5fb3abc74cf7c29ee3269505590     0 assets/extension/post-game/data/animations/enemies/beach-star-shock.json
           972 050853d8720a5b41cd05535c18b936be3591bc0e     0 assets/extension/post-game/data/animations/enemies/beach-star-wave.json
          3271 c37c85160c58ddf4557569d0c20c8bc95ce8128f     0 assets/extension/post-game/data/animations/enemies/beach-turtle.json
          2151 e87e1cdc465612a330aa42ef1513bc2cb93e789e     0 assets/extension/post-game/data/animations/enemies/beach-worm.json
          1216 f08df4d63acd35942b2d86ca58f5f50e0918fb20     0 assets/extension/post-game/data/animations/enemies/honeybear.json
             0 0000000000000000000000000000000000000000    64 assets/extension/post-game/data/arena
         13030 83934efc0026a942e918146f9859d6f304b0622a     0 assets/extension/post-game/data/arena/ancient-boss-cup.json
         24595 e05936851721e6feddf9cd2594cca15d8241f790     0 assets/extension/post-game/data/arena/ancient-cup.json
         28945 7302f28a4fba940ce0ed4291c397014872d79a7f     0 assets/extension/post-game/data/arena/ancient-team-cup.json
          2603 b1399f5be38d2076671a68b440295f4bf7a1ce7b     0 assets/extension/post-game/data/arena/apollo-cup.json
         18603 b1ad28d927b9728dc74b7dad93cbff58a7e475e8     0 assets/extension/post-game/data/arena/faction-cup-3.json
          5790 423ef4a192aa5f2bf90d0167cf38c693f46015e9     0 assets/extension/post-game/data/arena/guest-cup-1.json
          3572 a38fa57ab39a338275f6dd3ef0bbb68814ec732f     0 assets/extension/post-game/data/arena/kit-cup.json
          2602 c0a3de15da992e6ef9844aaa8119532856055008     0 assets/extension/post-game/data/arena/lily-cup.json
