Content Manifest for Depot 1517031

Manifest ID            : 3509736069650661685
Creation time          : 2021-03-30 16:30:15+00:00
Seen by SteamDB at     : 2021-03-30 19:50:51+00:00
Total number of files  : 233
Total bytes on disk    : 39996115
Total bytes compressed : 3638496

          Size Hash                                     Flags Name
-------------- ---------------------------------------- ----- ---------------------------------------------------------------------------------------------------------------------
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/animations
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/animations/enemies
          1845 661454c61cceefb003559b8943dcb9d498f43a7f     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/animations/enemies/beach-fish.json
           970 a90b671ecd4a931f687c81797a9c36cff048bfe0     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/animations/enemies/beach-star-cold.json
           968 ab583ec2f7cde18e2b3dc6f28d27ad282f9eda77     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/animations/enemies/beach-star-heat.json
           970 0f4e7477a6c2c5fb3abc74cf7c29ee3269505590     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/animations/enemies/beach-star-shock.json
           972 050853d8720a5b41cd05535c18b936be3591bc0e     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/animations/enemies/beach-star-wave.json
          3271 c37c85160c58ddf4557569d0c20c8bc95ce8128f     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/animations/enemies/beach-turtle.json
          2151 e87e1cdc465612a330aa42ef1513bc2cb93e789e     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/animations/enemies/beach-worm.json
          1216 f08df4d63acd35942b2d86ca58f5f50e0918fb20     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/animations/enemies/honeybear.json
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/arena
         13030 83934efc0026a942e918146f9859d6f304b0622a     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/arena/ancient-boss-cup.json
         24595 e05936851721e6feddf9cd2594cca15d8241f790     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/arena/ancient-cup.json
         28997 e2dbda1f53a0e4c27a569507eb5e88f5a7fa3ba0     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/arena/ancient-team-cup.json
          2603 b1399f5be38d2076671a68b440295f4bf7a1ce7b     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/arena/apollo-cup.json
         18739 7857b70dd14237c21c0ce4c30e21e0a3ee2116f8     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/arena/faction-cup-3.json
          3511 b6c741c19638ea0de8ebdc47ca89b50130802015     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/arena/kit-cup.json
          2603 c1c6c83d99ed6030b8a4ca941fe16121ae928d9a     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/arena/lily-cup.json
          2625 b5308c7370d3325ea8cf92c9650d391a52a0e293     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/arena/shizuka-cup.json
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/enemies
             0 0000000000000000000000000000000000000000    64 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/enemies/beach
         17942 a6010df5646f582927caa47b1bb776b66a48bf32     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/enemies/beach/fish.json
         26997 da228f511422f91fa21f642be56676c2facf7c6b     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/enemies/beach/sea-star-cold.json
         26948 abd0c32744f91981f2832c0b8452a9b2a7837cc0     0 CrossCode.app/Contents/Resources/app.nw/assets/extension/post-game/data/enemies/beach/sea-star-heat.json
